IDX_STUDENT,Reconstruction error
STUDENT_1093,26.35643
STUDENT_628,24.757969
STUDENT_1267,20.357658
STUDENT_288,247.74518
STUDENT_437,17.488586
STUDENT_806,15.705827
STUDENT_553,29.231277
STUDENT_1063,38.059776
STUDENT_1740,19.59966
STUDENT_1638,41.808296
STUDENT_1252,21.853031
STUDENT_1389,20.145205
STUDENT_778,26.71298
STUDENT_206,20.846008
STUDENT_851,28.832287
STUDENT_1370,18.688969
STUDENT_1358,28.800518
STUDENT_1665,11.736043
STUDENT_84,18.186743
STUDENT_1603,30.354908
STUDENT_1736,81.59713
STUDENT_1345,18.496164
STUDENT_421,23.311817
STUDENT_1686,22.228165
STUDENT_630,15.834349
STUDENT_1266,27.68314
STUDENT_988,26.677658
STUDENT_485,76.64654
STUDENT_559,41.594864
STUDENT_918,45.134068
STUDENT_707,31.2462
STUDENT_132,14.279907
STUDENT_373,26.948246
STUDENT_1634,51.19739
STUDENT_417,17.737333
STUDENT_1326,16.759518
STUDENT_969,19.313644
STUDENT_741,43.334877
STUDENT_41,40.951874
STUDENT_443,28.211143
STUDENT_439,10.695944
STUDENT_1734,27.294968
STUDENT_518,15.984465
STUDENT_78,23.038786
STUDENT_436,43.935913
STUDENT_1163,34.236057
STUDENT_1418,31.415089
STUDENT_1533,27.656893
STUDENT_1169,36.834538
STUDENT_1580,41.270737
STUDENT_1813,23.639835
STUDENT_577,24.312027
STUDENT_702,37.061188
STUDENT_1722,53.05154
STUDENT_316,23.820807
STUDENT_1452,18.452686
STUDENT_579,29.155823
STUDENT_374,17.707527
STUDENT_1354,25.981836
STUDENT_404,25.187836
STUDENT_891,30.343527
STUDENT_1311,11.734711
STUDENT_1280,26.99294
STUDENT_33,47.049545
STUDENT_1168,41.15746
STUDENT_833,12.124616
STUDENT_1372,20.223358
STUDENT_1621,30.529703
STUDENT_1887,32.263653
STUDENT_1393,18.872477
STUDENT_230,25.48433
STUDENT_608,19.319616
STUDENT_661,31.073824
STUDENT_265,18.4406
STUDENT_438,23.836353
STUDENT_1941,21.850876
STUDENT_650,36.42771
STUDENT_461,18.221786
STUDENT_639,30.046629
STUDENT_889,25.002436
STUDENT_355,37.48491
STUDENT_1893,51.061596
STUDENT_1581,43.390747
STUDENT_354,22.645552
STUDENT_1647,41.475998
STUDENT_1226,25.290047
STUDENT_1848,27.038765
STUDENT_1245,21.882858
STUDENT_799,20.060928
STUDENT_857,18.057152
STUDENT_1296,31.382101
STUDENT_1889,23.393476
STUDENT_128,15.390027
STUDENT_126,24.223284
STUDENT_152,15.923012
STUDENT_664,23.131021
STUDENT_347,34.677345
STUDENT_580,13.216619
STUDENT_824,29.521627
STUDENT_1215,21.117615
STUDENT_761,18.704184
STUDENT_1894,22.279737
STUDENT_849,30.982645
STUDENT_676,21.469952
STUDENT_1495,24.105661
STUDENT_1641,28.486956
STUDENT_1836,19.28836
STUDENT_487,38.723366
STUDENT_558,16.03113
STUDENT_502,25.497662
STUDENT_854,29.49622
STUDENT_614,45.59107
STUDENT_1305,28.69859
STUDENT_1875,22.801191
STUDENT_599,25.341324
STUDENT_1544,20.711899
STUDENT_272,14.291206
STUDENT_1885,22.791094
STUDENT_1771,21.337692
STUDENT_1661,45.297707
STUDENT_1064,19.427805
STUDENT_1340,20.348207
STUDENT_434,36.540478
STUDENT_843,25.759823
STUDENT_713,17.103117
STUDENT_1918,20.61721
STUDENT_1484,33.788685
STUDENT_1531,49.313602
STUDENT_62,43.827637
STUDENT_1825,29.553007
STUDENT_1908,43.19857
STUDENT_715,35.66725
STUDENT_839,19.345875
STUDENT_293,11.866785
STUDENT_255,17.717371
STUDENT_445,27.46873
STUDENT_1917,105.009766
STUDENT_1870,24.179945
STUDENT_94,16.726704
STUDENT_1927,25.664906
STUDENT_406,10.435206
STUDENT_87,26.309135
STUDENT_83,10.329208
STUDENT_506,25.255527
STUDENT_567,28.627808
STUDENT_1104,22.701536
STUDENT_1831,11.493647
STUDENT_586,44.941376
STUDENT_450,24.694128
STUDENT_1684,38.571377
