IDX_STUDENT,Reconstruction error
STUDENT_300,644.15125
STUDENT_318,395.7038
STUDENT_321,401.2992
STUDENT_322,397.71332
STUDENT_332,407.53244
STUDENT_556,623.30084
STUDENT_575,617.75684
STUDENT_589,676.05365
STUDENT_590,719.9509
STUDENT_591,958.5317
STUDENT_593,625.4038
STUDENT_600,724.6405
STUDENT_601,619.95795
STUDENT_602,623.70435
STUDENT_651,708.8661
STUDENT_791,613.6237
STUDENT_813,614.55884
STUDENT_814,611.8392
STUDENT_815,704.74536
STUDENT_818,613.9722
STUDENT_826,622.18994
STUDENT_827,627.61334
STUDENT_866,636.937
STUDENT_869,650.3462
STUDENT_872,632.27966
STUDENT_886,664.99677
STUDENT_895,636.8836
STUDENT_898,662.89386
STUDENT_900,680.63385
STUDENT_901,638.5924
STUDENT_903,610.66956
STUDENT_904,647.90686
STUDENT_909,650.21686
STUDENT_910,623.1773
STUDENT_912,681.2292
STUDENT_913,624.25165
STUDENT_914,659.9892
STUDENT_915,632.45416
STUDENT_921,640.0745
STUDENT_935,617.8407
STUDENT_958,613.8507
STUDENT_979,620.77765
STUDENT_982,409.88712
STUDENT_983,719.4367
STUDENT_992,715.47125
STUDENT_993,687.59033
STUDENT_1013,704.44586
STUDENT_1015,396.54584
STUDENT_1017,618.7448
STUDENT_1022,776.5073
STUDENT_1023,730.852
STUDENT_1024,700.33136
STUDENT_1026,732.6396
STUDENT_1027,388.11194
STUDENT_1028,677.647
STUDENT_1029,701.88354
STUDENT_1030,722.33105
STUDENT_1032,615.56946
STUDENT_1033,706.9868
STUDENT_1034,627.3818
STUDENT_1035,633.27386
STUDENT_1036,630.4957
STUDENT_1037,614.9645
STUDENT_1041,722.90515
STUDENT_1044,710.5233
STUDENT_1045,636.3578
STUDENT_1074,639.2261
STUDENT_1075,604.84296
STUDENT_1076,616.36584
STUDENT_1077,623.8263
STUDENT_1078,614.5448
STUDENT_1081,647.4223
STUDENT_1083,621.56915
STUDENT_1084,624.9012
STUDENT_1085,633.44495
STUDENT_1107,665.2636
STUDENT_1111,758.11005
STUDENT_1112,645.2079
STUDENT_1117,664.9154
STUDENT_1120,677.79584
STUDENT_1122,713.7994
STUDENT_1123,708.4503
STUDENT_1124,619.7036
STUDENT_1125,686.9334
STUDENT_1127,620.9525
STUDENT_1137,756.88055
STUDENT_1140,758.4046
STUDENT_1142,612.6876
STUDENT_1144,692.77295
STUDENT_1145,703.10016
STUDENT_1151,619.505
STUDENT_1154,614.006
STUDENT_1155,395.96747
STUDENT_1158,740.7475
STUDENT_1159,665.9015
STUDENT_1164,693.5497
STUDENT_1166,656.6225
STUDENT_1170,621.93994
STUDENT_1174,633.3348
STUDENT_1177,716.06165
STUDENT_1181,688.22565
STUDENT_1182,720.9823
STUDENT_1183,622.7048
STUDENT_1185,706.27966
STUDENT_1187,634.3892
STUDENT_1188,752.37317
STUDENT_1189,726.3281
STUDENT_1198,629.30023
STUDENT_1201,631.2327
STUDENT_1202,685.8062
STUDENT_1205,626.4285
STUDENT_1206,877.94904
STUDENT_1207,715.2521
STUDENT_1209,677.0319
STUDENT_1212,671.2276
STUDENT_1213,612.8085
STUDENT_1321,647.80023
STUDENT_1349,622.23914
STUDENT_1362,677.81726
STUDENT_1363,688.74115
STUDENT_1383,634.3068
STUDENT_1390,644.9214
STUDENT_1395,626.5845
STUDENT_1407,641.9484
STUDENT_1411,661.07275
STUDENT_1414,652.7448
STUDENT_1415,677.3844
STUDENT_1431,641.7795
STUDENT_1433,641.1376
STUDENT_1434,634.3045
STUDENT_1442,641.0184
STUDENT_1451,642.6484
STUDENT_1463,676.3365
STUDENT_1467,641.0665
STUDENT_1485,667.731
STUDENT_1488,637.729
STUDENT_1494,651.91046
STUDENT_1499,661.4258
STUDENT_1536,669.3913
STUDENT_1537,641.2451
STUDENT_1553,618.28906
STUDENT_1561,645.98016
STUDENT_1563,655.2544
STUDENT_1565,660.47156
STUDENT_1566,688.45764
STUDENT_1589,711.23413
STUDENT_1594,645.97144
STUDENT_1595,666.32324
STUDENT_1598,645.01
STUDENT_1620,640.1605
STUDENT_1625,665.0655
STUDENT_1628,640.75616
STUDENT_1640,650.39215
STUDENT_1643,648.2604
STUDENT_1648,669.6679
STUDENT_1746,631.9904
STUDENT_1750,625.5149
STUDENT_1773,654.0699
STUDENT_1873,674.3224
