IDX_STUDENT,Reconstruction error
STUDENT_1093,13.530006
STUDENT_628,8.961433
STUDENT_1267,12.266731
STUDENT_288,122.823975
STUDENT_437,11.516816
STUDENT_806,11.566767
STUDENT_553,8.146009
STUDENT_1063,12.538236
STUDENT_1740,8.614306
STUDENT_1638,26.58932
STUDENT_1252,5.5236926
STUDENT_1389,6.119877
STUDENT_778,23.194191
STUDENT_206,10.930454
STUDENT_851,5.0661016
STUDENT_1370,7.373937
STUDENT_1358,5.975534
STUDENT_1665,3.5709856
STUDENT_84,9.654324
STUDENT_1603,24.722519
STUDENT_1736,26.068344
STUDENT_1345,8.928676
STUDENT_421,7.6753774
STUDENT_1686,8.205232
STUDENT_630,4.727881
STUDENT_1266,19.96434
STUDENT_988,30.377348
STUDENT_485,41.180115
STUDENT_559,16.564747
STUDENT_918,15.0761
STUDENT_707,5.7923326
STUDENT_132,10.107658
STUDENT_373,7.6430798
STUDENT_1634,20.523281
STUDENT_417,2.5482187
STUDENT_1326,5.4913464
STUDENT_969,5.4033704
STUDENT_741,9.949882
STUDENT_41,20.988535
STUDENT_443,14.678297
STUDENT_439,6.221438
STUDENT_1734,8.437387
STUDENT_518,11.738652
STUDENT_78,17.580505
STUDENT_436,9.117252
STUDENT_1163,4.9396663
STUDENT_1418,6.4469233
STUDENT_1533,17.051302
STUDENT_1169,19.2781
STUDENT_1580,17.85365
STUDENT_1813,11.395453
STUDENT_577,6.4889903
STUDENT_702,10.157582
STUDENT_1722,59.05502
STUDENT_316,8.071246
STUDENT_1452,7.891018
STUDENT_579,31.937729
STUDENT_374,13.587874
STUDENT_1354,8.043158
STUDENT_404,23.191818
STUDENT_891,27.385574
STUDENT_1311,3.6626325
STUDENT_1280,9.110436
STUDENT_33,9.407923
STUDENT_1168,9.135447
STUDENT_833,8.933368
STUDENT_1372,5.0426245
STUDENT_1621,15.262473
STUDENT_1887,11.615053
STUDENT_1393,4.1290565
STUDENT_230,14.746367
STUDENT_608,17.117048
STUDENT_661,14.501567
STUDENT_265,9.469779
STUDENT_438,23.314203
STUDENT_1941,19.218893
STUDENT_650,14.607149
STUDENT_461,9.586202
STUDENT_639,11.344969
STUDENT_889,8.722054
STUDENT_355,21.028214
STUDENT_1893,20.812193
STUDENT_1581,24.559132
STUDENT_354,6.2869453
STUDENT_1647,12.48254
STUDENT_1226,12.199015
STUDENT_1848,7.7023845
STUDENT_1245,8.736554
STUDENT_799,4.2629375
STUDENT_857,7.336348
STUDENT_1296,33.692715
STUDENT_1889,12.955305
STUDENT_128,6.7265406
STUDENT_126,28.504553
