IDX_STUDENT,COD_PROGRAMA,JORNADA,DURACION,PERIODO_INGRESO,ESTADO_CIVIL,ESTRATO,CONDICION_EXCEPCION,TIPO_COLEGIO,RANGO_INGRESOS,RANGO_GASTOS,TIPO_VIVIENDA,PUNTAJE_ICFES,PCN,PLC,PMA,PSC,PIN
STUDENT_1093,0.0017241379310344827,0.0,0.0,0.875,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.1686746987951807,0.4444444444444444,0.3333333333333333,-0.6956521739130435,0.5454545454545454,0.18181818181818182
STUDENT_628,-0.9982758620689656,0.0,0.0,0.75,0.0,-1.0,0.0,1.0,-1.0,-1.0,0.0,0.8433734939759037,1.6666666666666667,0.7777777777777778,0.5217391304347826,0.45454545454545453,0.18181818181818182
STUDENT_1267,-0.9982758620689656,0.0,0.0,0.875,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,1.180722891566265,1.7777777777777777,0.4444444444444444,0.8695652173913043,0.2727272727272727,1.4545454545454546
STUDENT_288,0.01896551724137931,1.0,1.0,0.625,0.0,0.0,0.0,0.0,2.0,2.0,-1.0,-1.9759036144578312,0.4444444444444444,-0.2222222222222222,1.391304347826087,-4.7272727272727275,-4.363636363636363
STUDENT_437,0.0017241379310344827,1.0,1.0,0.125,1.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.1686746987951807,0.8888888888888888,0.4444444444444444,-0.2608695652173913,-0.5454545454545454,0.2727272727272727
STUDENT_806,-0.9982758620689656,0.0,0.0,-0.375,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,-0.1927710843373494,-0.2222222222222222,-0.4444444444444444,-0.6086956521739131,-0.18181818181818182,0.6363636363636364
STUDENT_553,0.0017241379310344827,0.0,0.0,0.25,0.0,1.0,0.0,0.0,5.0,5.0,-1.0,-0.12048192771084337,0.0,-0.5555555555555556,0.34782608695652173,0.09090909090909091,-0.45454545454545453
STUDENT_1063,0.0017241379310344827,1.0,1.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14457831325301204,0.1111111111111111,0.0,-0.08695652173913043,1.0909090909090908,-0.5454545454545454
STUDENT_1740,0.0,1.0,1.0,-0.375,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.8192771084337349,-0.7777777777777778,-0.5555555555555556,-1.0434782608695652,-0.45454545454545453,-0.45454545454545453
STUDENT_1638,0.0,1.0,1.0,-0.125,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.2891566265060241,-0.3333333333333333,-0.6666666666666666,1.0434782608695652,-0.45454545454545453,1.1818181818181819
STUDENT_1252,0.0,0.0,0.0,0.625,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.14457831325301204,0.4444444444444444,0.2222222222222222,-0.17391304347826086,0.18181818181818182,0.0
STUDENT_1389,0.0017241379310344827,0.0,0.0,-0.25,0.0,-1.0,3.0,0.0,0.0,0.0,-1.0,-0.963855421686747,-0.7777777777777778,-0.8888888888888888,-0.782608695652174,-0.7272727272727273,-0.7272727272727273
STUDENT_778,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.5060240963855421,1.0,1.1111111111111112,-0.8695652173913043,0.2727272727272727,0.8181818181818182
STUDENT_206,-0.9982758620689656,0.0,0.0,-0.75,0.0,0.0,0.0,1.0,0.0,0.0,3.0,-0.43373493975903615,-0.6666666666666666,-0.8888888888888888,-0.5217391304347826,0.2727272727272727,-0.18181818181818182
STUDENT_851,-0.9982758620689656,0.0,0.0,0.125,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,-0.3855421686746988,-0.7777777777777778,-0.3333333333333333,0.43478260869565216,-0.5454545454545454,-0.5454545454545454
STUDENT_1370,0.0017241379310344827,0.0,0.0,-0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.036144578313253,-0.5555555555555556,-1.2222222222222223,-0.43478260869565216,-1.2727272727272727,-0.6363636363636364
STUDENT_1358,0.0017241379310344827,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-0.14457831325301204,0.2222222222222222,-0.2222222222222222,0.34782608695652173,-0.09090909090909091,-0.7272727272727273
STUDENT_1665,0.0,1.0,1.0,-0.125,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.1927710843373494,0.0,0.0,-0.17391304347826086,-0.45454545454545453,-0.09090909090909091
STUDENT_84,-0.9982758620689656,0.0,0.0,-0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.14457831325301204,-0.6666666666666666,0.6666666666666666,-0.2608695652173913,0.2727272727272727,0.45454545454545453
STUDENT_1603,0.0017241379310344827,0.0,0.0,-0.875,0.0,0.0,0.0,1.0,1.0,1.0,-1.0,-0.891566265060241,-0.4444444444444444,-1.5555555555555556,-0.6086956521739131,-1.3636363636363635,0.2727272727272727
STUDENT_1736,0.0,0.0,0.0,-0.25,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-0.963855421686747,-0.8888888888888888,-0.2222222222222222,0.08695652173913043,-0.2727272727272727,-2.5454545454545454
STUDENT_1345,0.0017241379310344827,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,-1.3012048192771084,-0.6666666666666666,-1.3333333333333333,-0.8695652173913043,-1.0909090909090908,-1.1818181818181819
STUDENT_421,0.0,0.0,0.0,0.25,0.0,0.0,0.0,1.0,1.0,1.0,0.0,-0.1927710843373494,0.2222222222222222,-0.6666666666666666,0.43478260869565216,-0.36363636363636365,-0.45454545454545453
STUDENT_1686,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.036144578313253,-0.7777777777777778,-1.1111111111111112,-0.8695652173913043,-0.9090909090909091,-0.5454545454545454
STUDENT_630,-0.9982758620689656,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.3614457831325301,-0.2222222222222222,-0.6666666666666666,-0.2608695652173913,-0.18181818181818182,-0.18181818181818182
STUDENT_1266,-0.9982758620689656,0.0,0.0,0.875,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.6506024096385542,-0.6666666666666666,-0.4444444444444444,0.17391304347826086,-1.8181818181818181,0.09090909090909091
STUDENT_988,0.0017241379310344827,0.0,0.0,0.75,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.1325301204819278,1.0,1.5555555555555556,-0.34782608695652173,0.5454545454545454,2.0
STUDENT_485,0.0,0.0,0.0,0.125,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.1686746987951807,-0.6666666666666666,-0.6666666666666666,2.1739130434782608,-0.5454545454545454,0.0
STUDENT_559,-0.9982758620689656,0.0,0.0,0.625,2.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.6746987951807228,1.7777777777777777,0.7777777777777778,0.43478260869565216,0.45454545454545453,-0.45454545454545453
STUDENT_918,-0.9982758620689656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0963855421686747,-0.4444444444444444,0.1111111111111111,1.391304347826087,-0.36363636363636365,-0.45454545454545453
STUDENT_707,0.22241379310344828,1.0,0.0,0.625,2.0,0.0,0.0,1.0,4.0,4.0,0.0,0.3373493975903614,0.6666666666666666,0.1111111111111111,0.43478260869565216,0.2727272727272727,-0.09090909090909091
STUDENT_132,-0.9982758620689656,0.0,0.0,0.0,0.0,-1.0,0.0,2.0,0.0,0.0,-1.0,0.3614457831325301,0.7777777777777778,0.2222222222222222,-0.34782608695652173,0.18181818181818182,0.7272727272727273
STUDENT_373,0.0017241379310344827,0.0,0.0,0.125,0.0,-1.0,0.0,0.0,1.0,1.0,-1.0,0.024096385542168676,0.0,0.0,-0.2608695652173913,0.6363636363636364,-0.2727272727272727
STUDENT_1634,0.0,1.0,1.0,-0.125,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0120481927710843,0.5555555555555556,0.1111111111111111,2.0869565217391304,0.36363636363636365,0.7272727272727273
STUDENT_417,0.0,0.0,0.0,0.125,0.0,-1.0,0.0,1.0,0.0,0.0,3.0,-0.04819277108433735,-0.3333333333333333,0.1111111111111111,0.2608695652173913,-0.18181818181818182,-0.09090909090909091
STUDENT_1326,0.0017241379310344827,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,0.0,-0.5301204819277109,0.1111111111111111,-0.4444444444444444,-0.6086956521739131,-0.5454545454545454,-0.5454545454545454
STUDENT_969,0.020689655172413793,0.0,0.0,0.875,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-0.07228915662650602,0.2222222222222222,0.2222222222222222,-0.08695652173913043,-0.36363636363636365,-0.18181818181818182
STUDENT_741,-0.9982758620689656,0.0,0.0,-0.125,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.24096385542168675,-0.2222222222222222,0.0,1.0434782608695652,0.45454545454545453,-0.45454545454545453
STUDENT_41,0.22241379310344828,1.0,0.0,0.625,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.6506024096385542,-1.7777777777777777,0.5555555555555556,-0.9565217391304348,-0.36363636363636365,-0.09090909090909091
STUDENT_443,0.0017241379310344827,1.0,1.0,0.375,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.3614457831325301,-0.2222222222222222,0.8888888888888888,0.8695652173913043,-0.8181818181818182,0.7272727272727273
STUDENT_439,-0.9982758620689656,0.0,0.0,-0.125,0.0,1.0,0.0,0.0,1.0,1.0,0.0,-0.6265060240963856,-0.3333333333333333,0.0,-0.34782608695652173,-1.2727272727272727,-0.45454545454545453
STUDENT_1734,0.0,0.0,0.0,-0.25,0.0,-1.0,0.0,1.0,0.0,0.0,-1.0,-0.2891566265060241,-0.2222222222222222,-0.7777777777777778,-0.17391304347826086,0.09090909090909091,-0.18181818181818182
STUDENT_518,0.0017241379310344827,0.0,0.0,0.25,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,-0.1927710843373494,0.1111111111111111,-0.4444444444444444,-0.6956521739130435,0.0,0.2727272727272727
STUDENT_78,-0.9982758620689656,0.0,0.0,-0.375,0.0,1.0,0.0,1.0,5.0,5.0,0.0,1.2048192771084338,1.3333333333333333,0.7777777777777778,0.17391304347826086,1.7272727272727273,0.9090909090909091
