IDX_STUDENT,Reconstruction error
STUDENT_1093,0.0006503564
STUDENT_628,0.007746018
STUDENT_1267,0.0036939646
STUDENT_288,0.014702741
STUDENT_437,0.008047608
STUDENT_806,0.0011020346
STUDENT_553,0.0051195244
STUDENT_1063,0.0018744175
STUDENT_1740,0.0007076281
STUDENT_1638,0.0029933273
STUDENT_1252,0.0010032969
STUDENT_1389,0.004139956
STUDENT_778,0.0025708028
STUDENT_206,0.003698377
STUDENT_851,0.002460468
STUDENT_1370,0.0020117413
STUDENT_1358,0.0041277385
STUDENT_1665,0.0022797978
STUDENT_84,0.001254715
STUDENT_1603,0.0025358468
STUDENT_1736,0.0032164685
STUDENT_1345,0.0019328949
STUDENT_421,0.001495593
STUDENT_1686,0.0007339372
STUDENT_630,0.0016265353
STUDENT_1266,0.0020186692
STUDENT_988,0.0037856132
STUDENT_485,0.0075585344
STUDENT_559,0.010774257
STUDENT_918,0.0016803644
STUDENT_707,0.018983627
STUDENT_132,0.003681612
STUDENT_373,0.0009339299
STUDENT_1634,0.0014930388
STUDENT_417,0.0015388299
STUDENT_1326,0.0008313208
STUDENT_969,0.0006043777
STUDENT_741,0.002771941
STUDENT_41,0.0050594904
STUDENT_443,0.008570825
STUDENT_439,0.0017080313
STUDENT_1734,0.0020518114
STUDENT_518,0.0013795352
STUDENT_78,0.0039877133
STUDENT_436,0.0006514443
STUDENT_1163,0.0016273371
STUDENT_1418,0.0031286937
STUDENT_1533,0.005485533
STUDENT_1169,0.0015406878
STUDENT_1580,0.0039023634
STUDENT_1813,0.0018928167
STUDENT_577,0.0010495748
STUDENT_702,0.010922396
STUDENT_1722,0.008720283
STUDENT_316,0.0014542048
STUDENT_1452,0.0030318948
STUDENT_579,0.008118222
STUDENT_374,0.0029244323
STUDENT_1354,0.0023561053
STUDENT_404,0.003283906
STUDENT_891,0.0089055225
STUDENT_1311,0.0008285302
STUDENT_1280,0.0031838114
STUDENT_33,0.0048769303
STUDENT_1168,0.004589222
STUDENT_833,0.0014277123
STUDENT_1372,0.0044947267
STUDENT_1621,0.002154079
STUDENT_1887,0.0023966257
STUDENT_1393,0.0024754275
STUDENT_230,0.0041714525
STUDENT_608,0.0031721576
STUDENT_661,0.018988796
STUDENT_265,0.002628458
STUDENT_438,0.0026986084
STUDENT_1941,0.0044408403
STUDENT_650,0.0030754735
STUDENT_461,0.0009446957
STUDENT_639,0.009774431
STUDENT_889,0.0013685784
STUDENT_355,0.0049895807
STUDENT_1893,0.0019821324
STUDENT_1581,0.003922274
STUDENT_354,0.0010858171
STUDENT_1647,0.0029315674
STUDENT_1226,0.0047606216
STUDENT_1848,0.0025267669
STUDENT_1245,0.00445818
STUDENT_799,0.0012307446
STUDENT_857,0.0028533791
STUDENT_1296,0.0052603655
STUDENT_1889,0.0017822413
STUDENT_128,0.0037610237
STUDENT_126,0.0052301586
STUDENT_152,0.0009919968
STUDENT_664,0.0045063747
STUDENT_347,0.0007075499
STUDENT_580,0.0042994856
STUDENT_824,0.010176192
STUDENT_1215,0.0075138975
STUDENT_761,0.0016961981
STUDENT_1894,0.0021766112
STUDENT_849,0.009233765
STUDENT_676,0.0018649544
STUDENT_1495,0.002224901
STUDENT_1641,0.004674359
STUDENT_1836,0.0016667827
STUDENT_487,0.0018925807
STUDENT_558,0.0033590626
STUDENT_502,0.0018691714
