IDX_STUDENT,COD_PROGRAMA,JORNADA,DURACION,PERIODO_INGRESO,ESTADO_CIVIL,ESTRATO,CONDICION_EXCEPCION,TIPO_COLEGIO,RANGO_INGRESOS,RANGO_GASTOS,TIPO_VIVIENDA,PUNTAJE_ICFES,PCN,PLC,PMA,PSC,PIN
STUDENT_1093,0.0017241379310344827,0.0,0.0,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.20253164556962025,0.4444444444444444,0.375,-0.7272727272727273,0.6,0.2
STUDENT_628,-0.9982758620689656,0.0,0.0,0.6666666666666666,0.0,-1.0,0.0,1.0,-1.0,-1.0,0.0,0.9113924050632911,1.6666666666666667,0.875,0.5454545454545454,0.5,0.2
STUDENT_1267,-0.9982758620689656,0.0,0.0,0.7777777777777778,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,1.2658227848101267,1.7777777777777777,0.5,0.9090909090909091,0.3,1.6
STUDENT_288,0.01896551724137931,1.0,1.0,0.5555555555555556,0.0,0.0,0.0,0.0,2.0,2.0,-1.0,-2.050632911392405,0.4444444444444444,-0.25,1.4545454545454546,-5.2,-4.8
STUDENT_437,0.0017241379310344827,1.0,1.0,0.1111111111111111,1.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.20253164556962025,0.8888888888888888,0.5,-0.2727272727272727,-0.6,0.3
STUDENT_806,-0.9982758620689656,0.0,0.0,-0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,-0.17721518987341772,-0.2222222222222222,-0.5,-0.6363636363636364,-0.2,0.7
STUDENT_553,0.0017241379310344827,0.0,0.0,0.2222222222222222,0.0,1.0,0.0,0.0,5.0,5.0,-1.0,-0.10126582278481013,0.0,-0.625,0.36363636363636365,0.1,-0.5
STUDENT_1063,0.0017241379310344827,1.0,1.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17721518987341772,0.1111111111111111,0.0,-0.09090909090909091,1.2,-0.6
STUDENT_1740,0.0,1.0,1.0,-0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.8354430379746836,-0.7777777777777778,-0.625,-1.0909090909090908,-0.5,-0.5
STUDENT_1638,0.0,1.0,1.0,-0.1111111111111111,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.3291139240506329,-0.3333333333333333,-0.75,1.0909090909090908,-0.5,1.3
STUDENT_1252,0.0,0.0,0.0,0.5555555555555556,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.17721518987341772,0.4444444444444444,0.25,-0.18181818181818182,0.2,0.0
STUDENT_1389,0.0017241379310344827,0.0,0.0,-0.2222222222222222,0.0,-1.0,3.0,0.0,0.0,0.0,-1.0,-0.9873417721518988,-0.7777777777777778,-1.0,-0.8181818181818182,-0.8,-0.8
STUDENT_778,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.5569620253164557,1.0,1.25,-0.9090909090909091,0.3,0.9
STUDENT_206,-0.9982758620689656,0.0,0.0,-0.6666666666666666,0.0,0.0,0.0,1.0,0.0,0.0,3.0,-0.43037974683544306,-0.6666666666666666,-1.0,-0.5454545454545454,0.3,-0.2
STUDENT_851,-0.9982758620689656,0.0,0.0,0.1111111111111111,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,-0.379746835443038,-0.7777777777777778,-0.375,0.45454545454545453,-0.6,-0.6
STUDENT_1370,0.0017241379310344827,0.0,0.0,-0.2222222222222222,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0632911392405062,-0.5555555555555556,-1.375,-0.45454545454545453,-1.4,-0.7
STUDENT_1358,0.0017241379310344827,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-0.12658227848101267,0.2222222222222222,-0.25,0.36363636363636365,-0.1,-0.8
STUDENT_1665,0.0,1.0,1.0,-0.1111111111111111,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.17721518987341772,0.0,0.0,-0.18181818181818182,-0.5,-0.1
STUDENT_84,-0.9982758620689656,0.0,0.0,-0.4444444444444444,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.17721518987341772,-0.6666666666666666,0.75,-0.2727272727272727,0.3,0.5
STUDENT_1603,0.0017241379310344827,0.0,0.0,-0.7777777777777778,0.0,0.0,0.0,1.0,1.0,1.0,-1.0,-0.9113924050632911,-0.4444444444444444,-1.75,-0.6363636363636364,-1.5,0.3
STUDENT_1736,0.0,0.0,0.0,-0.2222222222222222,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-0.9873417721518988,-0.8888888888888888,-0.25,0.09090909090909091,-0.3,-2.8
STUDENT_1345,0.0017241379310344827,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,-1.3417721518987342,-0.6666666666666666,-1.5,-0.9090909090909091,-1.2,-1.3
STUDENT_421,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,1.0,1.0,1.0,0.0,-0.17721518987341772,0.2222222222222222,-0.75,0.45454545454545453,-0.4,-0.5
STUDENT_1686,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0632911392405062,-0.7777777777777778,-1.25,-0.9090909090909091,-1.0,-0.6
STUDENT_630,-0.9982758620689656,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.35443037974683544,-0.2222222222222222,-0.75,-0.2727272727272727,-0.2,-0.2
STUDENT_1266,-0.9982758620689656,0.0,0.0,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.6582278481012658,-0.6666666666666666,-0.5,0.18181818181818182,-2.0,0.1
STUDENT_988,0.0017241379310344827,0.0,0.0,0.6666666666666666,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.2151898734177216,1.0,1.75,-0.36363636363636365,0.6,2.2
STUDENT_485,0.0,0.0,0.0,0.1111111111111111,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.20253164556962025,-0.6666666666666666,-0.75,2.272727272727273,-0.6,0.0
STUDENT_559,-0.9982758620689656,0.0,0.0,0.5555555555555556,2.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.7341772151898734,1.7777777777777777,0.875,0.45454545454545453,0.5,-0.5
STUDENT_918,-0.9982758620689656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12658227848101267,-0.4444444444444444,0.125,1.4545454545454546,-0.4,-0.5
STUDENT_707,0.22241379310344828,1.0,0.0,0.5555555555555556,2.0,0.0,0.0,1.0,4.0,4.0,0.0,0.379746835443038,0.6666666666666666,0.125,0.45454545454545453,0.3,-0.1
STUDENT_132,-0.9982758620689656,0.0,0.0,0.0,0.0,-1.0,0.0,2.0,0.0,0.0,-1.0,0.4050632911392405,0.7777777777777778,0.25,-0.36363636363636365,0.2,0.8
STUDENT_373,0.0017241379310344827,0.0,0.0,0.1111111111111111,0.0,-1.0,0.0,0.0,1.0,1.0,-1.0,0.05063291139240506,0.0,0.0,-0.2727272727272727,0.7,-0.3
STUDENT_1634,0.0,1.0,1.0,-0.1111111111111111,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0886075949367089,0.5555555555555556,0.125,2.1818181818181817,0.4,0.8
STUDENT_417,0.0,0.0,0.0,0.1111111111111111,0.0,-1.0,0.0,1.0,0.0,0.0,3.0,-0.02531645569620253,-0.3333333333333333,0.125,0.2727272727272727,-0.2,-0.1
STUDENT_1326,0.0017241379310344827,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,0.0,-0.5316455696202531,0.1111111111111111,-0.5,-0.6363636363636364,-0.6,-0.6
STUDENT_969,0.020689655172413793,0.0,0.0,0.7777777777777778,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-0.05063291139240506,0.2222222222222222,0.25,-0.09090909090909091,-0.4,-0.2
STUDENT_741,-0.9982758620689656,0.0,0.0,-0.1111111111111111,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.27848101265822783,-0.2222222222222222,0.0,1.0909090909090908,0.5,-0.5
STUDENT_41,0.22241379310344828,1.0,0.0,0.5555555555555556,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.6582278481012658,-1.7777777777777777,0.625,-1.0,-0.4,-0.1
STUDENT_443,0.0017241379310344827,1.0,1.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.4050632911392405,-0.2222222222222222,1.0,0.9090909090909091,-0.9,0.8
STUDENT_439,-0.9982758620689656,0.0,0.0,-0.1111111111111111,0.0,1.0,0.0,0.0,1.0,1.0,0.0,-0.6329113924050633,-0.3333333333333333,0.0,-0.36363636363636365,-1.4,-0.5
STUDENT_1734,0.0,0.0,0.0,-0.2222222222222222,0.0,-1.0,0.0,1.0,0.0,0.0,-1.0,-0.27848101265822783,-0.2222222222222222,-0.875,-0.18181818181818182,0.1,-0.2
STUDENT_518,0.0017241379310344827,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,-0.17721518987341772,0.1111111111111111,-0.5,-0.7272727272727273,0.0,0.3
STUDENT_78,-0.9982758620689656,0.0,0.0,-0.3333333333333333,0.0,1.0,0.0,1.0,5.0,5.0,0.0,1.2911392405063291,1.3333333333333333,0.875,0.18181818181818182,1.9,1.0
STUDENT_436,-0.9982758620689656,0.0,0.0,-0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.379746835443038,-0.2222222222222222,0.125,1.2727272727272727,0.4,-0.2
STUDENT_1163,0.0017241379310344827,0.0,0.0,0.5555555555555556,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.3037974683544304,0.3333333333333333,0.25,0.36363636363636365,0.6,-0.4
STUDENT_1418,0.0017241379310344827,1.0,1.0,-0.3333333333333333,0.0,1.0,0.0,0.0,-1.0,-1.0,-1.0,-0.45569620253164556,-0.3333333333333333,-0.25,-0.09090909090909091,-0.1,-1.2
STUDENT_1533,0.0017241379310344827,1.0,1.0,-0.5555555555555556,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.25316455696202533,0.2222222222222222,-0.875,0.18181818181818182,0.6,0.7
