IDX_STUDENT,COD_PROGRAMA,JORNADA,DURACION,PERIODO_INGRESO,ESTADO_CIVIL,ESTRATO,CONDICION_EXCEPCION,TIPO_COLEGIO,RANGO_INGRESOS,RANGO_GASTOS,TIPO_VIVIENDA,PUNTAJE_ICFES,PCN,PLC,PMA,PSC,PIN
STUDENT_1093,0.021518841,0.024389753,0.011684552,0.763227,0.02983808,0.08172966,-0.007684985,0.03260074,0.004204307,-0.030215478,-1.0355479,0.2613938,0.47871748,0.54266363,-0.7443359,0.7420982,0.30414838
STUDENT_628,-0.9095325,0.0699265,0.09165192,0.67371225,0.06190648,-0.9479383,-0.03023311,1.0685688,-0.96572196,-0.95024693,0.065722294,0.905433,1.6410832,0.97088134,0.52298087,0.628571,0.2896213
STUDENT_1267,-0.9282489,0.030641356,0.070617214,0.74755096,0.0031279046,0.060320996,-0.056431465,-0.04368757,1.0511377,1.0879147,-1.0516452,1.3357055,1.7173082,0.65732753,0.9198299,0.35644078,1.7717901
STUDENT_288,0.08432667,0.9747367,0.8353208,0.56735575,0.0461263,0.0047824904,0.00985164,0.1461346,1.7956643,1.7650905,-1.1260527,-2.0094302,0.62516606,-0.16850519,1.2669722,-4.415933,-4.640128
STUDENT_437,-0.013365693,0.96400493,0.9644148,0.13972566,1.0161309,0.10543933,-0.016006226,0.98251367,-0.06361976,-0.035660096,-0.9878387,0.23868081,0.90886426,0.6940462,-0.3483077,-0.3771143,0.37138855
STUDENT_806,-1.0570097,-0.016429251,-0.014807697,-0.3116327,-0.020136757,0.003248848,-0.0068796817,1.0015589,-0.00074843824,-0.0024266823,-0.9962239,-0.14318363,-0.23796704,-0.34085092,-0.6554293,-0.08141702,0.8393921
STUDENT_553,-0.013630219,0.019798825,-0.007893126,0.18750855,0.018142665,1.0982587,-0.08126954,-0.065429494,5.0600567,5.0486274,-0.9175183,-0.053817302,0.06306856,-0.5522384,0.33315536,0.16942376,-0.5055485
STUDENT_1063,0.0325619,1.0264527,1.0059768,0.14243123,0.0048839096,0.047091134,-0.026228556,0.054637235,-0.01615228,-0.0070160087,0.046642803,0.19369836,0.11971014,0.11598094,-0.11489064,1.2421819,-0.51265615
STUDENT_1740,-0.031616196,1.0252442,0.99592525,-0.35374305,0.02892355,-0.03305816,-0.036929883,-0.038290042,-0.03710146,-0.034809835,-0.9683856,-0.76546633,-0.7177484,-0.3939522,-1.1952062,-0.28195095,-0.35730544
STUDENT_1638,-0.01565782,1.1118095,1.0472224,-0.15797183,-0.031243531,-0.99722546,0.015001332,0.016523164,0.05168016,0.05142566,1.0674878,0.27688456,-0.3356491,-0.57045096,1.0557348,-0.5278304,1.4540085
STUDENT_1252,0.036967956,0.018918404,0.033117417,0.54262644,0.029511528,-0.95821625,-0.010233114,0.0018089823,-0.033036225,-0.021988561,-1.0698098,0.2546429,0.43934372,0.40214986,-0.2338463,0.32660294,0.1837188
STUDENT_1389,-0.13830426,0.057201244,0.054945145,-0.23568013,-0.046906717,-0.9701524,3.0575693,-0.020763729,-0.073314115,-0.033212833,-0.93305063,-0.8995697,-0.65838176,-0.80446696,-0.77093095,-0.7079839,-0.60617095
STUDENT_778,-0.029403083,-0.018463274,-0.00875764,0.36054847,0.043521322,0.0035012811,0.025453305,0.038012933,0.0048113265,-0.02089209,-0.94505656,0.6703566,1.0375035,1.3792197,-0.906959,0.44376823,1.0560461
STUDENT_206,-0.95185345,0.028543958,0.025175903,-0.708735,-0.021440363,0.008052163,-0.07495531,1.0349828,-0.021168185,-0.0018125831,3.067805,-0.44379961,-0.6516785,-0.9202372,-0.61747414,0.34898737,-0.07671837
STUDENT_851,-0.97785145,0.046607524,-0.007824104,0.06669975,0.02820816,-0.99474996,-0.0012107287,0.03907336,-1.0223193,-1.030548,0.08202573,-0.3754823,-0.7393332,-0.28139633,0.41224688,-0.42215472,-0.4430116
STUDENT_1370,-0.055743493,-0.0101475995,0.009759102,-0.20338783,0.009462206,1.0311925,0.010071551,0.009147219,-0.055829834,-0.055879362,-0.022005476,-1.0224247,-0.55974215,-1.1856668,-0.47825652,-1.1842748,-0.6085586
STUDENT_1358,0.024678573,1.0033449,1.0415725,0.04851996,0.05611887,-0.9316332,-0.036261022,0.031307478,-0.0028985157,0.0027848573,-0.92318904,-0.042159453,0.27954477,-0.064029604,0.3464446,0.073146276,-0.6244498
STUDENT_1665,0.079021424,0.98115575,1.0300547,-0.1137627,0.024974937,0.9385558,-0.013750294,1.0221472,0.023865374,0.022765445,-0.0819416,-0.11225248,0.028933056,0.08053537,-0.20031556,-0.2905066,0.061824046
STUDENT_84,-1.0208906,-0.0007021632,0.0034546591,-0.40080145,-0.0322017,0.039277367,-0.034529887,1.0034919,-0.041414868,-0.015278554,0.018359281,0.16502605,-0.60044277,0.8894162,-0.3170399,0.3797038,0.5589361
STUDENT_1603,-0.10801167,0.0016500596,-0.05595615,-0.7859166,0.064361714,-0.017729811,0.007201245,1.0103217,1.0518136,1.0361519,-1.0515994,-0.8128329,-0.37094837,-1.4998409,-0.5910854,-1.2262014,0.45629692
STUDENT_1736,-0.042537533,-0.018507233,0.029824857,-0.2607587,-0.046810947,-0.95862174,0.06428227,-0.003587205,-0.15809317,-0.1363753,-0.97721815,-0.91447896,-0.71968466,-0.021690832,-0.047215126,-0.11703054,-2.565819
STUDENT_1345,-0.016916968,0.99736464,0.9047379,-0.035426937,0.020992273,1.035624,0.07600333,0.98677635,0.9195946,0.9743829,-0.09262701,-1.2689047,-0.58749133,-1.3493559,-1.0142922,-1.0235103,-1.1195625
STUDENT_421,-0.026038565,-0.02216476,0.026176859,0.2359364,-0.0114656,0.056019686,0.0112734195,0.88439035,1.0346065,1.0536261,-0.05466851,-0.15970041,0.27734014,-0.55655736,0.3332352,-0.30190575,-0.4002545
STUDENT_1686,-0.014668725,-0.025998702,-0.024913397,0.010264151,-0.007030284,-0.9817459,-0.0038227756,0.0044807903,-0.04194827,-0.029845333,-1.1270643,-1.0361309,-0.72860515,-1.0530272,-0.9804755,-0.79848427,-0.49316117
STUDENT_630,-1.0261225,0.02589793,-0.03791222,0.6286108,-0.011597639,0.02827283,-0.0024423394,-0.009886403,-0.00169271,0.016230082,-0.9470613,-0.31360883,-0.1814954,-0.6586793,-0.26828662,-0.045111157,-0.08972827
STUDENT_1266,-0.9485803,0.08780378,0.0086542405,0.7302681,0.02068294,0.030359901,0.012756033,-0.048808653,0.076935515,0.06697451,-1.0943273,-0.61154276,-0.6003132,-0.30785733,0.079247795,-1.6207284,0.21103922
STUDENT_988,0.025244541,-0.0012614932,0.061008025,0.8718036,0.022788497,0.9690935,-0.005705023,-0.008110356,0.96912694,0.98973286,0.045137785,1.2862508,1.0484226,1.8191199,-0.24048889,0.60951555,2.2287507
STUDENT_485,-0.025852777,-0.057890274,-0.07770577,0.058141224,0.014329756,1.0003629,0.009466706,0.81152827,0.99313086,1.0127192,-0.03770309,0.3075408,-0.556245,-0.48635444,2.3137207,-0.44334394,0.14557639
STUDENT_559,-0.81980747,-0.022523453,-0.06414069,0.64843893,2.0459325,-1.0235643,-0.05774831,0.054480832,0.073473856,0.1246191,-0.98801154,0.7900315,1.6648979,1.0384693,0.67482954,0.51139027,-0.44625866
STUDENT_918,-1.0024956,-0.038048275,-0.013256725,-0.031849116,0.023840914,0.017576002,0.0046488103,0.014498174,0.06924476,0.04057511,-0.0043820515,0.18177107,-0.35549027,0.22970892,1.4834857,-0.228086,-0.42249483
STUDENT_707,0.23678371,0.9191029,0.2741943,0.8052794,1.9090058,-0.12175789,-0.0764476,0.8592704,3.8724673,3.9661093,-0.071540855,0.49969095,0.5651093,0.18790358,0.46247,0.25938356,0.022339635
STUDENT_132,-1.1041797,0.032016136,0.042712618,0.03593626,0.00072825886,-0.9657916,0.021928435,1.963335,-0.0317734,-0.0013405664,-1.0478936,0.4437928,0.6939205,0.3655697,-0.45137972,0.3348779,0.87700635
STUDENT_373,0.0019659474,-0.044569694,-0.023590337,0.13879535,0.062788345,-0.93511564,-0.0011812989,-0.027180288,0.98480636,0.98228836,-1.0981538,0.11486387,0.023196377,0.13412431,-0.33457166,0.70089275,-0.12223036
STUDENT_1634,0.057838373,1.00657,0.92582834,-0.14964643,-0.013427323,0.94216806,-0.001040468,-0.06549375,0.0043184333,0.020638818,-0.8377013,1.1649926,0.5470037,0.17056635,2.2217736,0.46097273,1.0257065
